luc_class,region,rock_type,soil,slope,erosion,vegetation
2w 2,TMU,Al,Te2,A,0,P 1 l 1
6e 1,NLD,Sb',WAH,D    +E,1Sh,M 1 p 1
2e 1,WKO,Mo+Vo',Pk,B,0,P 1
7w 1,WKO,Al,Me,A,1D,N 8 h 1
6e14,SHW,Wb,23,A    +B,1W,H 3 P 6
3e10,SI,Lo/Hs,36,C,0,P 1 l 3
3w 3,SI,Al,90f,A,0,P 1 h 2
2s 1,SHW,Lo/Gr,78,A,0,P 1
1c 2,TMU,Lo/Gr,Kw,A    +B,0,P 1 n3a h 2
4e 3,WKO,Gw,35 H,D    +C,0,P 1
6e 1,BOP,Mo/Vo,56,E /F,0,M 6 m 4 n 6
6e10,SHW,Me,25aH,E,2Ef,P 1
4e 1,SHW,Lo/Us,77b,D    +C,0,P 1
8e 4,WKO,Wb,BRock,E,3W,h 3
estu,NLD,estu,estu,estu,estu,M12
3w 1,SI,Lo,98e,B,0,P 1
6e 8,WKO,Mo/Sm,63bH,E /F,1Ss,P 2 m 4
3w 1,TMU,Al,4,A,0,P 1
4s 9,MARL,Al,53b,A,2Sb2D,N4b p 3
1s 1+7e10,WKO,Us,48a,A    +G,0,P 1
6c 2,SHW,Li,27cH,E,0,P 2
7e 2,SHW,Sm,115a,F,1Ss,M 6 P 2
7e 5,SI,Ss,31aH,E    +F,2Ef Ss,P 3 M 4
6e 1,BOP,Mo/Vo,55 H,E    +F,0,N 6 M 6
7e21,SI,St2,57d,F,2Sh,P 4 h 4
6e 7,WKO,(Mo)/Sb+Mj,KeH,D    +E,0,P 1
estu,NLD,estu,estu,estu,estu,M12
3e 3,WKO,Mo,83,C,0,P 1
6c 1,WLN,Lo/Gw,20H,D,0,P 2 m 6
6e13,WKO,Gw,WnS,F,1Da,N 5 n3a
3w 1,WKO,Al,1,A,2Sb,P 1 h 2
6s 5,MARL,Al,50a,B,1W,P 2 h 7 m10 m11
3w 1,SHW,Lo/Gr,78b,B,0,P 1 h 2
7e20,MARL,Gw,51,F,2Sh,H 7 m11 p 2 p 3 m10
6e13,WKO,Gw,KwH,E    +F,1Ss,N 5 n3a m 1
6e 8,NLD,Sm,YCH,E    +F,0,M 1 n3a
4w 3,SI,Al,89g,A,0,H 1 h 2
6e 5,SI,Ls,74 H,D    +E,1Sh Ss,P 2
7e13+8e 3,MARL,Ms+Ss,22dH,F    +G,2Sh,P 3 p 2 m 1 m 6 n 6
8e 6,MARL,Gw,57b,F,2Sc2G 2Sh,M11 p 2 m 5
7e17,TMU,(Mo)/Sm,117e,F,1Ss1Sh,M 1 m 6 p 2
8e 5,NHB,Gw,US,G,2Da,N4b m 5
3s 3,SHW,Lo/Gr,29e,A    +B,0,P 1
4e 3,TMU,Lo/Sm,KwR,D    +C,0,P 1
6e 9,GEC,(Kt)/Mj+Ac,@NZSC,D,2Ef,refer gecveg
3e 3,WKO,Mo/Us+Sb,84a,C,0,P 1
6s 1,MARL,Al,95a,B,1D 1Sb,P 2 m 6
7e25,SI,(Al)/Gs+St2,62eH,D    +E,1Sh,sN3a n 4
4s 3,SI,Al,34d,B,0,N3a M 1 p 2
6e 3,COR,Mo/Vu'+Vo,19,D,1Es,M 1 P 2
6e 2,TMU,Sm,WnH,E    +D,0,P 2
8e 3,BOP,(Mo)/Gw,US,F    +G,2Da,N4b
7e 2,WLN,Gw,124,F,0,N 6 m 6
7e11,TMU,(Mo)/Sm,WgS,F,2Ss,M 1 P 2 m 6
6e 3,COR,Mo/Vo,17,D,1Sh,P 2 M 1 n 1
3c 2,TMU,Lo/Gr,D,A,0,P 1
7e18,NHB,Mo/Gw,44A,E    +F,3Sh3W 2Sc,M 1 n4b
2s 4,WKO,Al,BHA,A    +B,0,P 1
4c 3,TMU,Mo,Rc,A    +B,0,P 1
6e14,TMU,(Lo)/Sm,29fH,E,0,M 1 p 2
rive,NLD,rive,rive,rive,rive,rive
6e 8,MARL,Gw,41a,F,1Sh,M 1 m 6
2s 1,COR,Mo+Al,16,A,0,P 1
7e11,TMU,Sm,117,F,1Ss,P 2
6s 1,WLN,Lo/Cg,JH,D,1Sh,P 1
6e 8,WLN,Gw,AH,E,0,N3a
6e17,MARL,Gw,57a,F,1Sh,M11 p 3 m 1 m 4 p 2
7e25,MARL,Gw,58,F,3Sc1Sh,P 4
6e 8,NLD,Sb,WRH,E    +F,1Ss1Sh,P 1 n 6 m 6
6s 2,MARL,Al,99,A,1D 1Sb,P 2 p 3 m10 m11
town,TMU,town,town,town,town,town
6e14,SI,Lo/Gw,24aH,D,1Sh W,P 2 p 3 n 6
7e25,MARL,Gw,57,F,2Sc2Sh,P 4 m 5
8e 4,WKO,Wb,BRock,C,3W,h 3
6c 3,WLN,Lo/Us/Cg,Pf,B,0,P 2
4e 7,NLD,Gw',MRu,C    +D',0,P 1 m 6
4e12,NLD,Mj,YK,C    +D,0,P 1
town,WLN,town,town,town,town,town
7e25,MARL,Gw,57aH,E,3Sh,P 3
6s 4,MARL,Al+Wb,68b,B,1W,P 6 p 3 p 2 m11
6e 5,BOP,Mo/Vo,2cH,E,1Sh1G,P 2
8e 3,NLD,Vo,BRock,G,0,H 3 n 1
6e16+4e 6,MARL,Lo/Ms,16eH,E    +D,1Sh1T,P 2 p 1
4e 3,WKO,Mo/Gw',HgH,D,0,P 1
6s 3,SI,Al,99b,A,3Sb D,P 2 m 6
3e 3,WKO,Mo/Us,83b,C,0,P 1
6e 1,WKO,Mo/Us,59 H,E,1Sh,P 1
6e12,MARL,Gw,24,E    +F,1Sh,P 3 m11 p 2
6e 5,BOP,Mo/Vo,18 H,E    +D,1Sh,P 1
4e 3,WKO,Gw',44c,D,0,P 1
6s 1,BOP,(Kt)/Mo/Vo,19 H,D    +E,0,N 6
lake,NLD,lake,lake,lake,lake,lake
6e22,TMU,Mo/Sm,NplH,E,0,N 5 n3a
8e 9,NHB,(Mo)/Gw,44A,G,3Sc3Sh3W,M 1 n4b m 5
4e 1,WKO,Mo,62a,D    +C,0,P 1
3e 9,BOP,Mo/Vo,20,B    +C,0,N 6 m 4
6e17,MARL,Gw,57a,F    +E,1Sh,P 3 M 1 h 7 m11 m 2
6e12,MARL,Gw,24,E,1Ss1Sh,P 2 p 3 h 2
6s 2,MARL,Al,99,B,1G 1Sh,P 2 p 1
6e12,MARL,Gw,24,E,1Sh,P 2 m 1 p 3
6e17,MARL,Gw,57a,F,1Sh1Sc,P 3 m 2 m11 m 1
6e16,MARL,(Lo)/Ms,16eH,E,1Sh1Ss1T,P 2 m11 p 1 p 3
7c 1,MARL,Al,53b,D,1Sb,P 3 p 2 p 5
7s 3,MARL,Al,99,A,2D 2Sb,P 2 h 7 p 5 m 7
7e20,MARL,Gw,51,F,2Sc,P 3 h 4 m 5
4e 4,SI,St1,16c,B    +C,1W  Sh,P 1 l
3w 1,WKO,Al,1,A,0,M 1 P 1
rive,MARL,rive,rive,rive,rive,rive
8e10,MARL,Gw,55bH,D,4Sc,h 4 p 4
8e 9,MARL,Gw,57a,E    +F,2Sc,P 3
8c 2,SI,ice,ice,ice,ice,ice
7e20,MARL,Gw,51,F,3Sh,P 2 h 7 p 3
6c 1,MARL,Al/Gw,50a,C,1W,P 3 p 2 h 7
6e17,MARL,Gw,57aH,E,1Sh1G,N4b
8e 3,NLD,Gw,BRock,G,3Sh1W 1Da,-
8e 9,SI,St2,BRock,G,2Da Sc,p 4
3c 4,TMU,Mo/Al,H,B,0,P 1
6e 2,NLD,Vo,AKH,E,1Ss1Sh,P 1 n3a
7e13,GEC,Vo,@NZSC,F    +H,1Ss,refer gecveg
3w 1,SI,Al,Pm,A,0,P 1 p 2 h 2
6e16,MARL,(Lo)/Ms,16eH,E,1Sh1Ss1T,P 2 M11 p 3
7e26,SI,Gw,57,F,3Sc Sh,P 4 p 3
7e 1,NLD,Vo'+Vo,TErS,E    +G,1G,N3a n 6
6e13,MARL,Gw,17a,F,1Sh,P 2 p 3 m 1
6e11,SI,Ar,42,F,0,M 1 m 2 p 2
8e 8,TMU,Mo/Gw,MeH,F,2W 2Sh2Sc,P 5
6e16,MARL,(Lo)/Ms,16eH,E,1Sh1T,P 3 p 2 p 1
6e13,TMU,Sm+Li,WtH,E    +F,0,P 2 m 6 h 2
4e 1,WKO,Mo,60f,C    +D,0,N3a p 2 m 1
7e18,MARL,St1,57g,F,1Sh,M 1
7e24,GEC,Ac+Ar,@NZSC,F,4G 2Rs,refer gecveg
6e 8,MARL,Gw,41a,F,1Sh1Ss,M 4 P 3 p 2
2w 1,NLD,Al,MF,A,0,P 1
6e 8,MARL,Gw,41a,F,1Sh,P 2 m 4 p 3
6e11,SI,St2,15a,E    +F,1Sh,M 6 m 1
4s 6,SI,Al,40f,A,2Sb D  W,P 1
6e11,WKO,Vo+Sc,DJ,E,0,P 1
2w 1,SI,Al,33a,A,0,P 1 L
4e 3,NLD,Vo',RU,C    +D,0,P 1 m 1
4s 5,SI,Al,4,A,0,P 1
6e19,SI,Lo/Al,LU5,D,1Sh W,P 2 p 3
quar,WKO,quar,quar,quar,quar,quar
6e 8,WKO,Mo/Sm+Mm,62gH,E    +F,1Sh,P 1
4e 1,WKO,Mo,60c,D    +C,0,P 1 l 3
7s 7,SI,Al,60,C,0,N 4
8e11,MARL,Gw,57,G,4Sc2G,P 3 p 4 m 5
town,COR,town,town,town,town,town
6e16,MARL,Lo/Ms,16eH,D    +E,1Sh1Ss,P 2 p 3 m 1 m 8 m11
4s 3,MARL,Al,Om2,A,1W,P 2 p 1 h 2 m 7
6s 3,SI,Al,99b,A,1Sb,M 6 p 2 n 7
6e16,MARL,Lo/Al/Ms,22dH,D    +E,1Sh1W,P 2 p 1
2w 1,SI,Al,33a,A,0,P 1 l
6e17,TMU,Mo/Sm,WH,E,0,N3a
6s 3,SI,Al,91,A,1Sb,M 8 p 2 n 7
2c 1,SI,Al,31,A,1W,P 1 l 1 l 3
8e 5,SI,Al,65b,D    +C,2Sh Sb,M
6s 6,SI,Al,62,B /C,0,N 7
2w 3,WKO,Al,M,A,0,P 1
6e15,MARL,(Lo)/Cw,17b,E,1Sh1Ss,P 2 p 1 m 7 m 8
7e24,MARL,Gw,57a,F,2Sh1Sc,P 3 m11 h 7 m10
3w 4,WKO,(Mo)/Us,Tn,B,0,P 1
2w 2,WKO,Al+Pt,108a,A    +B,0,P 1
7s 3,SI,Al,62,C,1Sc,m 5
lake,SI,lake,lake,lake,lake,lake
4e 1,WKO,Mo,KeR,D,0,P 1
4e 2,WKO,Mo,83,D,0,P 1
8e 5,SI,Ss+Ms,65f,F,2Ss Da,N 4
2w 3,WKO,Us,M,A,0,P 1
2w 3,WKO,Us,104b,A,0,P 1
3e15,SI,Al,50,A,1W,P 3 p 2
6e 6,TMU,Mo/Sm,68 H,E    +D,0,M 6 P 2
7s 7,SI,Al,60,A,0,N3a n 4
6e29,SI,St2,57d,F,2Sh,P 3 p 2 n 4 m
6e11,BOP,Mo/Vo,MH,D    +E,1Sh,P 2cn 5
6s 1,MARL,Al,Cb4,B,1Sb,P 1
4s 9,SI,Lo/St2,BL,B    +C,1W  Sh,P 1 p 2
7e 8,SHW,Me+Mj,25aH,E,3Ef2G,P 2 n3a n 8
4s 5,SI,Al,43c,A',1Sb,N3a n 4 p 2
7e 2,BOP,Mo/Us,126,F    +G,1Sh1Es,P 1cn3a
lake,SI,lake,lake,lake,lake,lake
6c 1,MARL,Al,50a,B,1W,P 2 m10
3s 6,SI,St1,6a,A,1W,P 1 l
lake,SI,lake,lake,lake,lake,lake
7e21,SI,St2,57d,F,1Ss Sc,P 3 p 4
3e 1,WKO,Mo,59a,C,0,P 1
6e12,MARL,Gw,24,F,1Sh1Sc,M 1 p 3 m11 m 2 p 2
8e 5,SI,Gs,66c,G    +F,1Da Ss,N 4
6e 1,WKO,Mo/Mm,62fH,D /E,0,P 1 m 1
6e20,TMU,Mo/Mj,65 H,D    +E,0,P 2 h 2
3e 8,SI,Lo/Al,20,B,1W,P 1
7c 4,SI,St2,55c,C,2W  Sh,P 3 p 4 m 5
3e12,SI,Lo,1,C    +B,1Ss,P 1
6e 5,SI,Vo,31,E,1Sh Sc,P 3 p 4 m11
6e25,TMU,Mo/La,70,D,0,cN 5 m 6
8e 3+7e22,SI,Ms,65f,F /G,1Sh Ss,M 4
6c 2,MARL,Al,53,C    +B,2W,N 6 p 1
8e12,MARL,Gw,58,E    +F,1Sh1Sc,P 4
7s 1+7e25,SI,Al/Gs+St2,99d,C    +D,1Sh,N 4 n3a m 6
7e24,MARL,Gw,57b,F,1Sh,P 3 m11 n4b m 5
town,SI,town,town,town,town,town
8e12,MARL,Gw,58,F,4Sc1Sh,P 4
6s12,SI,(Lo)/Al,85a,B    +C,1Sh,N 4 n3a
5c 1,SHW,(Lo)/Li,28D,E    +D,0,P 1
6e12,MARL,Gw,24,E    +F,1Sh,P 3 m11 p 2
8e 8,SI,Al/Gw,53bH,F,3Sc Da,m 5 p 4
8e 7,MARL,Gw,51,F,3Sc3Sh,P 3 p 4
7e20,SI,Fy,46bH,E    +D,0,N3a n 4
2w 3,WKO,Us,104b,A,1Sb,P 1 H 2
4e 1,WKO,Mo,KeR,D,0,P 1
4w 1,SI,Al,90b,A,1Sb,H 2 P 2 p 1
6e16,SI,Cw,RdH,E    +F,1Sh,N 6 M 8 m 6
7e21,SI,St2,57d,F,2Sh W,P 4 p 3
6e 5,SI,Hs+Ls,WdH,F    +E,1Ss Sh,P 2 m 4
4e 6,MARL,Lo/Cw,15d,B    +D,1Sh,P 2 h 2
6e14,MARL,Lo/Cw,15dH,E,3T 1Ss1Sh,P 2
7w 2,MARL,Al,92,A,0,H 2 h 5
6e12,MARL,Gw,24,F,1Sh1G,M 4 p 2 m 2 p 3
3e 1,WKO,Mo,62a,A    +B,0,P 1
4s 4,SI,Al,29b,A,0,P 2 m11
6e16,NLD,Cg,MNH,F    +E,0,M 1 n 1
6e 1,WKO,(Mo)/Sm,117c,F,1Da1Ss,N4a n 5 m 6
3e 4,BOP,Mo/Vo,18,B    +C,0,N 6
8w 1,BOP,Tp,Tk,A,0,H 1 m 1 m 6
4e 5,NHB,Tp,Kg,A',1G,M 3 P 3
7e11,TMU,Sm,116,F,1Da,cN 5 n4a
3e 1,WKO,Mo,57,C,0,P 1
8e 3,TMU,Sm+Mm,116,G,3Da2Sh1Ss,cN 5 m 6 n4a
4e13,TMU,Tp,Bd,B    +C,0,P 1 m 1
8s 1,SI,Al/Gs,66cH,D,1Sh,N 4 M 6
3e 4,TMU,Lo,Mn,C    +B,0,P 1 l 1
6s 5,TMU,Kt/Mo/Sm,TauH,D,0,N 7
6e17,TMU,Mo/Sm,WH,E,1Ss,P 2 n 7 h 2
6e23,TMU,(Mo)/Sm,NplH,E,0,N3a
6s 1,SHW,(Mo)/Gr,42,E    +D,0,M 4 n 6 p 2
4e 5,NHB,Tp,Omg,A',1G,P 3 m 3
4e12,TMU,Tp,Ta,B,0,P 5 m 1
6e15,NLD,Wb,MD,A    +C,0,M 8 m 1 h 3
5c 1,NLD,Li,AUH,D,1T,P 1
2w 1,NLD,Us+Al,WO,A,1Sb,P 1 n3a
6e 3,TMU,Mm,TS,F,1Ef1Ss,P 2 h 2
2s 2,TMU,Lo,Ma,A,0,P 1
3w 4+6e24,TMU,Wb,P,A    +C,1W,P 1 p 2
3e 1,WKO,Mo,Ke,C,0,P 1
lake,BOP,lake,lake,lake,lake,lake
6e 9,WKO,Mj,RwH,D,0,P 1
6e 1,WKO,Mo/Vo,PeH,E    +D,0,cN 5
4e 2,TMU,Mo,67,D,0,P 1
6e 1,WKO,(Mo)/Mm+Us,Du,D    +E,1Ss,P 1
1s 1,WKO,Us,Wh,A,0,P 1
2s 4,WKO,Us,Ht,B,0,P 1 l 1
3e 3,WKO,Mo,83,C,0,P 1
6e23,TMU,(Mo)/Sm,116,E /F,0,cN3a m 6
6e 9,BOP,Kt/Mo/Vo,NaH,E    +D,0,N 6
4e 7,TMU,Mo,70,C',0,cN 5
7e24,MARL,Gw,57a,F,2Sh,N4b m 1 m 6
6e12,MARL,Gw,24,E,1Sh,P 3 m 4 p 2
7e24,MARL,Gw,57a,F,1Sh,M 1 p 2 m11 p 3
6e 8,MARL,Al/Gw+Al/Cw,41aH,F,1Sh1Ss,M 1 p 2 m 4 m 6
6e 6,MARL,Cw,31aH,E    +F,1Sh,P 2 m 1 p 3 m 4 m 6
8e13,MARL,Gw,BRock,G,2Sc1G,p 3 m 5
4w 1,WKO,Al,2a,A,0,H 1 N 8
6e12,MARL,Gw,24,E    +F,1Sh,M 1 p 3
rive,BOP,rive,rive,rive,rive,rive
2s 1,TMU,Al,M1,A,0,N3a
6c 4,MARL,Gw,24 H,D    +E,1Sh,P 3 m 1 p 2 h 2
6e12,SHW,Ac,28cH,E,2Ef,P 2 m 1 h 2
2s 2,WKO,Mo,60,B    +A,0,P 1
4e 7,TMU,Mo,70,D,0,cN3a
7e17,NHB,(Kt)/Mo/Gw,Ta,D    +E,1Sh1W,P 3 N4b
6e20,TMU,Mo,66,D,0,N3a p 2 m 6
6s11,SI,Al,99,A,1W  Sb,M 8 n 6 p 2
6c 1,TMU,Mo/Sm,65 H,D    +E,0,P 2 m 4
4e 4,BOP,Mo/Vo,Owa,C,0,P 1 l 3
3w 1,GEC,Al,@NZSC,A    +A /B,1D,refer gecveg
8e13,MARL,Gw,100,D,5Sc,p 4 h 4
6e16,MARL,(Lo)/Ss+(Lo)/Ms,16eH,E    +F,1Sh1T,P 2 p 3
6e17,MARL,Gw,57a,F,1Sh,P 3 m 2 m 5 h 7 m11
6e 5,MARL,Hs+Ms+Cg,30eH,E,1Sh1Su,M 1 p 2 m 2 m 6
8e13,MARL,Gw,BRock,G    +F,2Sc,-
4e 1,TMU,Mo,W,C,0,P 2
7e24,MARL,Gw,57a,F,1Sc1Sh,P 2 h 7 m11 m10
2c 3+4e 2,TMU,Mo,66b,A    +C,0,P 1
7e20,MARL,Gw,51,F,1Sc1Sh,P 3 p 2 m 5
6e22,MARL,Gw,50 H,D    +E,1Sh,P 2 p 3 m10 m11 m 1
6e12,MARL,Gw,24,F,1Sh,M 4 p 2 m11 p 3
6e16,NHB,Mo/Sm,47A,C    +D,2Sh2W,N 6 m 1
1w 1,NHB,Al,112,A,0,P 1
4e 8,BOP,Kt/Mo,Toi,C,0,N3a
8e13,MARL,Gw,BRock,G    +F,3Sc1G,h 4
6e12,MARL,Gw,24,F,1Sh1Ss,P 3 m 1 p 2 m11 m 4
6s 5,TMU,Kt/Mo/Vo,NrH,D,0,M 4 m 6 p 2
3e 3,MARL,Ms,16d,C    +B,1W,P 1 h 2
7s 2+8s 1,GEC,Li+Mm,@NZSC,G    +H,1Rf,refer gecveg
4s10,MARL,Al,99,A,2Sb,P 2 m11
6e14,TMU,Sm,WfH,E,1Sh,P 2 h 2
2s 1,SHW,Al/Gr,76c,A,0,P 1 l 1
7e20,MARL,Gw+In,51,F    +G,1Sc1G,M 2 p 3 m11
6e16,MARL,Ms,16dH,F,2Ss1Sh,P 2 m 6
4s 2,SI,Al,99b,A,1Sb,P 2 h 2
6e16,SI,Al/Gw,31aH,E    +D,2Ss,N 6 n 5
8e 9,MARL,Gw,57a,F    +G,3Sh2Ss1Da,m 6 n 6
7s 2,MARL,Al,92,A,1Sb,P 2 H 5
6s 1,TMU,(Mo)/Mm,HwH,D,0,P 1
2c 3,TMU,Mo,68,A,0,P 1
estu,NLD,estu,estu,estu,estu,M12
6c 4,TMU,Kt/Mo,Mx,C,0,N4b
8e 5,TMU,(Mo)/Gw,KwS,G,0,M 1 p 2
4e 7,TMU,Mo,Npl,D,0,P 2
4s 3,MARL,Al,95a,A,1W,P 1 l 3
2s 3,TMU,Mo/La,66a,A    +B,0,P 1
6s 2,MARL,Al,99,B,1D 1Sh,P 2 p 1 m 1
6e 6,TMU,Mo/Sm,NplH,E,0,cN3a m 6
6s 1,MARL,Al,99,A,1Sb,P 2
6e16,MARL,Ms,24b,E,2Ss,P 3 m11 p 2 m 2
4e 1,TMU,Mo,Mat,C    +D,0,P 1
6s 6,TMU,La,1c,B,0,P 2
7e15,TMU,Wb,Cf,E    +B,2W,H 3 p 2 p 6
4e 7,TMU,Mo,70,B    +D,0,P 1 m 9
7e 4,NHB,Mm,WhS,F,3Ss,P 2
2e 1,TMU,Mo,66,B    +A,0,P 1 l 1
7e17,NHB,(Mo)/Gw,47A,C',1Sh1W,N4b
3s 3,SHW,Lo/Gr,29,A,0,P 1 h 2
6e15,SI,Hs,30eH,C,1Sh,P 2 M10 m 2
6s 5,MARL,Al,50a,B    +C,2W,H 7 p 2 m10
4s 9,SI,Al,CD2,B,1W,P 2 p 1
6e16,TMU,Gw,RmH,E,0,M 6 n3a
3w 4,TMU,Wb,C,A,0,P 1
6e17,MARL,Gw,57a,F,1Sh,M 1 p 2
3s 2,MARL,Lo/Al/Ms,25,B,1W,P 1 l 3
7e25,SI,Gn,62eH,E    +C,1Sh,sN 4 n3a
6e17,MARL,Gw,57a,F    +E,1Sh1G,M 1 n4b
2w 2,WKO,Pt,105a,A,0,P 1
3e 2,TMU,Mo,67b,C,0,P 1cN3a
6e12,MARL,Gw,24,F,2Ss1Sh,P 3 p 2
7c 6,SI,Gn,64f,C    +D,1Sh,N3b n 4
4s 5,SI,Al,43,B,0,P 1 h 2
town,SI,town,town,town,town,town
1c 1,TMU,Mo,67a,A,0,P 1 l 1 l 4
8e13,MARL,Gw,BRock,G    +F,2Sc,p 3 h 4
8c 1,MARL,Gw,58,F    +D,1Sh,P 4
4e 3,SI,Cg+Ms,36e,D,1Sh,N 6
8e 7,MARL,Gw,51,F,2Sh2Sc,P 2
6s 2,MARL,Al,99,B    +C,2Sh,P 2 h 7 p 3 m10 m11
8e13,MARL,Gw,100,F    +G,5Sc,-
3c 4,TMU,Mo,68,A,0,P 1
6e 6,SI,(Lo)/Hs,35aH,F,1Sh,P 3 p 2 m 4
2c 3,TMU,Mo,67b,A,0,P 1
8e12,MARL,Gw,58,F,5Sc,p 4
7e21,MARL,Al,53,C,2Sh,M 1
6w 1,BOP,Tp,109,B,0,H 5
4s 3,MARL,Al,95a,B,1Sb,P 1 p 2 l 2
6e12,GEC,(Mo)/Mb+(Mo)/Mm,@NZSC,E    +F,1Ss1Ef1G,refer gecveg
2s 3+5s 1,TMU,Mo/La,Wr,A    +D,0,P 1
8e 9,MARL,Gw,57a,F    +G,2Sh2Sc2G,N4b m 1 m 5
6e 8,MARL,Gw,41a,E    +F,1Sh,P 2 m11 p 3 m 8
6s 2+6s 5,MARL,Al,99,A    +B,1Sb,P 2 p 3 m10
6e16,MARL,Lo/Ms,16eH,E    +D,3T 2Sh,P 2
6e 6,TMU,Mo/Sm,StH,E,1Es,P 2
6e16,MARL,Ms,16eH,E,1Sh1T 1Ss,P 2 p 1 m 1
7e24,MARL,Gw,57a,F    +G,1Sh1G,P 3 p 4 m 2 h 4 m 3
3s 5,TMU,La,Pe-Oi,A,0,P 1 p 2 m 8
7e24,MARL,Gw,57a,F,1Sh1Sc,P 3 m 2 h 4 m 3
6e 6+4e 5,MARL,Cw+Al,31aH,D    +C,1Sh,P 2 m 7 p 1
8e 9,NHB,(Mo)/Gw,44A,G,3Sc3Sh3W,M 1 n4b m 5
6s 5,MARL,Al,99,A    +C,1Sb,P 2 m10
3w 1,WKO,Al,W,A'   +B,1Sb,P 1
6e16,MARL,Cw,22eH,E    +F,1Sh1Ss,P 2 m 1 p 3
6e 2,MARL,In,77eH,E    +D,1Sh,P 2 m11 p 3
6e23,TMU,(Mo)/Sm,WgS,E /F,0,cN3a
7e20,MARL,Gw,51,F    +G,2Sc2Sh1G,p 2 h 7 p 3 m10
6e 9,BOP,Kt/Mo/Vo,4H,E,1Sh,P 2cn 5
3c 4,TMU,Mo,St,A    +B,0,P 1
3s 6,MARL,Al/Ms,14c,B,1W,P 1 m 4 p 2
6e15,MARL,Gw,17b,E,1Sh,N 6
7e13,MARL,(Lo)/Ms,16eH,F    +E,2T 2Sh,P 3 p 2
7e13,TMU,Sm,MhS,F    +G,1Ss1Sh,P 2
2s 2,TMU,Lo,Ma,B,0,P 1
8e 8,MARL,Gw,51a,F,3Sh2Sc,p 4 m 5
6e13,MARL,Gw,17a,E    +D,1Sh,M 1 p 2
7s 7,SI,Al,62d,B    +C,2D,N3a n 4
6e 1,TMU,Mo/Us,66 H,E,1Ss,P 1 m 6cn 5
8e 5,SI,Gw,65,G,4Sc,n 4
lake,NHB,lake,lake,lake,lake,lake
6e11,SI,Lo/Vo,41d,F,2Sh,P 2
2c 3,TMU,Mo,66,A,0,P 1
2w 1,SI,Al,34,A,0,L 1 P 1 l 3
7e24,MARL,Gw,57a,F,1Sh,M 1 p 3 m11 m 2 h 4
4e 4,SI,Lo/Gw,21 H,D    +C,1Sh,P 1 l
6e 7,MARL,St2,32aH,E,0,N 6 p 2
4s 5,MARL,(Lo)/Al,Dw2,A,1W,P 1 p 2
6c 1,SI,Al,53 H,C    +F,1Sh W,P 2 p 3
6e15,MARL,(Lo)/Cw,17b,E    +F,1Sh1Ss,P 2 M 7
3e 4,TMU,Al,Rt,B    +C,0,P 1 m 6
3s 5,SI,Lo,2,B    +A,0,P 1 p 2 m 8
2c 3,TMU,Mo,67,A    +B,0,P 1
8e12,MARL,Gw,58,F,5Sc,h 4
7s 1,SI,Al,99d,C,1Sb D,N 4 n3a
6e 2,SHW,Mj,29 H,D    +E,1Ef,P 2 h 2
6e14,MARL,(Lo)/Al,15dH,E,1Sh1T,P 2
6e14,MARL,(Lo)/Cw,15dH,E,1Sh1Ss1T,P 2 m 1 p 3
6e10,SHW,Mj,25aH,E    +D,2Ef,P 2 m 2
6c 1,SI,Al,53,C,1Sh W,P 4 p 3
6s 1,MARL,Al,95a,B,1Sb,P 2
8e 3,NLD,Gw,TRuS,F    +G,2Sh2W,p 2 h 3
3s 6,MARL,Al,14c,B,1W,P 1
6e 8,NLD,Sm,YCH,E,1Sh,P 1 m 1
8e 6,SI,Gw,58,E,1Sc Sh,P 4 p 3 h 4
rive,SI,rive,rive,rive,rive,rive
7e24,MARL,Gw,57a,F,2Sh1Sc1G,P 3 m 2 m 1
8e11,MARL,Gw,57,F    +G,2Sh2Sc1G,M 5 p 3 n4b
6e 8,MARL,Gw,24,E    +F,1Sh,P 2 p 3 m 4 m 1
2s 5,WKO,Pt,110,A,0,P 1 h 2
7e12,TMU,Mm,MtH,E    +D,3Ef,P 2 n 6 m 6
7e14,MARL,Gw,24,F,1Sh1Sc1G,m11 p 3 m 2 p 2 n4b
2w 1,NHB,Al,59SiL,A,0,P 1 l 1
3w 1,SHW,Al,31e,A,0,P 1
6e 7,NLD,Sm+Mx,YC,D    +E,1Ef1Sb,P 1
8e 2,GEC,Sb,@NZSC,G    +H,1Ss1Su,refer gecveg
7e 9,TMU,Sm,TiS,F,0,cN3a
7e 7,SHW,Ac,28cH,E,2Ef,P 2 h 2 m 1
7e24,MARL,Gw,57a,F,1Sh1G,M 1
6e13,MARL,Hs,17a,F,1Ss1Sh,M 4 P 2 m 2
3w 1,SHW,Al,2,A',1Sb,P 1 h 2
6e12,MARL,Gw,24,F,1Sh1Sc,P 3 m11 p 2 h 7 m 2
town,SI,town,town,town,town,town
3e 5,TMU,Mo/Mj,On,C,0,cN 5
4e 8,TMU,Mo/Mj,65,C',1Ef,P 2
3w 1,SHW,Al,2,A,1Sb,P 1 h 2
4c 2,TMU,Kt/Mo/Sm,65c,B,0,P 1
4e 2,NHB,Mo/Sm,Mw,C    +D,0,P 1 M 1
3w 5,TMU,Mo,100a,A,0,P 1 h 2
7e11,TMU,Sm,WgS,F,2Ss,P 2 m 4
8e11,MARL,Gw,BRock,F    +G,2Sc2G,p 3 m 5
